n_elements,mean_atomic_number,std_atomic_number,range_atomic_number,mean_electronegativity,std_electronegativity,range_electronegativity,mean_atomic_radius,std_atomic_radius,range_atomic_radius,frac_H,frac_Li,frac_C,frac_N,frac_O,frac_F,frac_Na,frac_Mg,frac_Al,frac_Si,frac_P,frac_S,frac_Cl,frac_K,frac_Ca,frac_Ti,frac_V,frac_Cr,frac_Mn,frac_Fe,frac_Co,frac_Ni,frac_Cu,frac_Zn,frac_Ga,frac_As,frac_Br,frac_Sr,frac_Nb,frac_Mo,e_form_per_atom,reduced_formula
4,6.642857142857142,5.176970195796309,20.0,2.119285714285714,1.2394956594502131,3.0,1.1585714285714286,0.5965838121320082,1.29,0.0,0.5,0.0,0.0,0.35714285714285715,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3344546123171432,Li7VO5F
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.530006222222223,TbB2
4,10.714285714285715,6.6486150161257696,19.0,3.2171428571428575,0.5458862855345369,1.56,0.6285714285714287,0.3639241903563579,1.04,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6036167312500007,Pr2CoRuO6
3,26.583333333333332,7.041050268879557,28.0,1.8341666666666665,0.13136833289986163,0.30999999999999983,1.4791666666666665,0.18949311039953112,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,-0.3986954876785719,NbAl2Ni9
3,26.499999999999996,23.5,47.0,1.47,0.48999999999999994,0.98,1.56,0.10999999999999997,0.21999999999999997,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6416005949999999,LiDySn
3,39.75,12.295832627357937,26.0,1.9825,0.12007809958522832,0.27,1.3675,0.1428941916244324,0.33000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0132743225,FeCuTe2
6,11.642857142857142,10.860196938869038,48.0,2.875,0.8128059863390349,2.51,0.7178571428571427,0.45666772183203985,1.5899999999999999,0.06666666666666667,0.0,0.0,0.0,0.6,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.524647714943715,NaInBP2HO9
4,17.1,14.706801147768335,47.0,3.194,1.214604462366247,3.09,0.865,0.7257720027667091,2.11,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-3.504146455999667,BaTiZnF7
3,25.200000000000003,20.252407264322926,42.0,3.064,0.9227263949839086,2.02,0.844,0.4952817380037346,1.03,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.178391409726,Sn2OF2
3,25.66666666666667,16.21384867602041,39.0,2.6555555555555554,0.9437291408863164,2.27,1.1766666666666667,0.7233870947762953,1.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.784193288282,Ba2YCl7
3,24.6,11.208925015361642,25.0,2.216,0.4523538437992983,0.98,1.274,0.49872236765559247,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-1.3594407820803582,Nb3CoS6
4,26.799999999999997,28.117689173266786,65.0,2.7348888888888885,1.0089568259064456,2.55,1.0215555555555556,0.7839669935103009,2.05,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.439755676388888,Ba4MgTa10O30
4,12.0,11.964232409262916,38.0,2.825714285714286,0.985304262548335,2.46,0.8642857142857142,0.6132316538017992,1.5,0.0,0.125,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-2.619880204174107,LiNbGeO5
4,13.34375,14.290751762503609,75.0,2.4090625,1.0396043699858855,2.13,0.969375,0.4901653898175594,1.1300000000000001,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.666656177187499,Mg14CdBiO16
3,22.499999999999996,24.27447218787671,66.0,3.003333333333333,0.6316556727275462,1.54,0.8833333333333332,0.5869885480616769,1.45,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6964004137499995,CuWO4
3,31.700000000000003,27.395437576355665,66.0,2.854,0.6614257327924278,1.48,1.0125,0.6100563498563063,1.45,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7800161317857146,Sn5(W4O11)2
4,11.25,3.960744879438715,9.0,3.1133333333333333,0.5551176051572815,1.54,0.6625,0.23847169643376973,0.6300000000000001,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.388633687235333,Pr3Si2Cl3O7
4,10.625,8.637671850678283,24.0,2.38625,1.093219871526309,2.46,1.0478125,0.5698011406128897,1.19,0.0,0.28125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.86348058506,Li9Mn2Co5O16
2,8.0,0.0,0.0,3.44,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7463220251388902,Tb8O13
3,15.714285714285714,9.098104758908947,22.0,2.6757142857142853,0.8825265215416983,1.79,0.9514285714285713,0.5493744123072707,1.18,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,-2.0851070053571426,ZnCr2O4
4,19.125,15.341426758942598,42.0,2.87375,0.7430500908417952,1.79,0.8075000000000001,0.42874088911602537,0.97,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,-1.7338005589062488,ZnSnAsO5
4,11.333333333333332,4.478342947514801,12.0,2.6,1.0210044074341698,2.44,0.8925000000000001,0.547587512031943,1.46,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1441903144791663,Ca2Al2SiO7
5,17.090909090909093,12.39834699725987,30.0,2.709090909090909,1.0092972761954413,2.49,0.9745454545454547,0.6874242257265178,1.71,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,-2.1643849502884605,Sr2YTlNi2O7
4,16.166666666666664,9.668103341515451,22.0,2.628333333333333,0.8159333442274695,1.79,0.9033333333333333,0.43706089074890037,0.97,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-2.431458581875001,ZnCu(SiO3)2
3,14.57142857142857,10.390340883410389,23.0,2.974285714285714,0.7363589408677796,1.63,0.7314285714285714,0.39754347727831063,0.8800000000000001,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-2.5794300251388877,Lu2Ga2O5
4,10.451612903225806,3.757476071886719,20.0,2.4287096774193544,1.0496320151966128,2.13,0.9506451612903225,0.48612978144943014,1.01,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9012292415625,YMg14NiO16
3,27.75,18.0329559418305,44.0,1.6175,0.3208095229259879,0.7799999999999998,1.545,0.5076169815914358,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6211828112499997,CeMnSi2
3,30.0,1.7320508075688772,4.0,1.8275000000000001,0.030310889132455283,0.06999999999999984,1.4000000000000001,0.06928203230275505,0.15999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-0.4785111419117644,Ho6(Ga3Co)7
5,13.142857142857142,17.739613230029015,53.0,1.662857142857143,1.1243882690564841,2.55,1.4857142857142855,0.6955954724007983,2.05,0.0,0.375,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8593784986956523,BaNaLi3(BO2)6
3,22.400000000000002,17.73809459891338,39.0,2.77,0.8271880076500142,1.8399999999999999,1.014,0.6622869468742382,1.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-2.147680316678572,NbAgO3
4,19.0625,21.434402108526378,63.0,2.9987500000000002,0.6520532474422621,2.24,0.69,0.47136769087412,1.8599999999999999,0.125,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4594241884212504,GdH2I3O10
2,38.666666666666664,13.670731102939918,29.0,1.64,0.36769552621700463,0.7799999999999998,1.75,0.42426406871192857,0.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1421080500000003,CeCu2
3,43.75,21.217622392718745,49.0,1.4275,0.9309773090682716,2.15,2.0374999999999996,0.853035022727672,1.9699999999999998,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6912584342514287,Ba3(GeN)2
5,10.1875,3.6438089617871023,14.0,2.47125,0.9306038026464323,2.51,0.871875,0.48891741058690064,1.5899999999999999,0.0625,0.0,0.0,0.0,0.4375,0.0,0.125,0.0,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8148887233820243,Na2Al3P3(HO7)2
4,12.416666666666666,9.74216209176496,26.0,2.645,0.9846192157377389,2.46,0.9208333333333332,0.5262201429904493,1.19,0.0,0.14285714285714285,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3214545379076086,Li2Cu3(Se2O7)2
4,12.875000000000002,6.716351316004843,16.0,3.38625,1.0287727822507748,2.4299999999999997,0.72375,0.5262589072880383,1.24,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.094559951589655,CsMnCrF6
2,73.0,0.0,0.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7069747474999994,TaPd
3,35.688311688311686,35.85333027704397,75.0,2.8774025974025976,0.7064110914496767,1.78,0.856103896103896,0.4721164170874824,1.18,0.0,0.0,0.0,0.0,0.6103896103896104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6639860533603912,Cr2Bi28O47
5,12.636363636363635,10.110954700654023,23.0,1.9345454545454548,0.9827823548603187,2.46,1.3099999999999998,0.5101336723216413,1.19,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.435544938026112,Li4MnFe3(BO3)4
8,17.426470588235293,16.69036017698151,66.0,2.3860294117647056,0.9791069455885061,2.62,1.1392647058823528,0.6781274307117631,2.05,0.0,0.0,0.0,0.0,0.4264705882352941,0.0,0.058823529411764705,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.543652520978152,K4Ba2Na4Ti8MnSi16(W4O29)2
4,9.75,2.5860201081971503,6.0,2.8458333333333337,0.8745709265437284,2.51,0.7558333333333335,0.4372348402810046,1.42,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.07692307692307693,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0892504005128205,NaSi3BO8
3,17.333333333333336,8.673074554171793,18.0,2.815,1.0013116398005169,2.15,1.0,0.560357029044876,1.1400000000000001,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3465990485844443,Fe3(OF2)2
3,52.0,4.242640687119285,9.0,1.5599999999999998,0.31112698372208086,0.6599999999999999,1.8233333333333335,0.37240957142491504,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4125630766666663,CeYIn2
3,11.128205128205128,5.445202485837287,11.0,2.8543589743589743,0.31530038483305284,0.8900000000000001,0.7205128205128206,0.07085372139580567,0.31000000000000005,0.0,0.0,0.5128205128205128,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2970288917930766,C20Cl18O
3,18.545454545454547,15.71544484294257,41.0,2.7945454545454544,0.8566675777937293,1.89,0.8818181818181818,0.5317692285161809,1.1300000000000001,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9161839993033327,Mn2In2O7
2,49.0,0.0,0.0,1.7799999999999998,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3490895019444444,Yb2In
2,19.0,11.0,22.0,2.545,0.895,1.79,0.95,0.47,0.94,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.727672583125,ZnO
5,11.222222222222221,7.597920443235004,22.0,2.3433333333333333,1.037614786153534,2.46,1.0622222222222222,0.5598765295983229,1.23,0.0,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.59947566933624,Li2MnV(PO4)3
4,12.0,4.847679857416329,15.0,2.165,1.113047618028986,2.51,1.2162499999999998,0.6505370377618787,1.42,0.0,0.0,0.0,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.039237413476563,Na3VSO3
4,12.0,8.800826407477052,25.0,2.51,1.0476987769739579,2.46,0.9936363636363637,0.5644027048332959,1.19,0.0,0.18181818181818182,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8263261017654548,Li2Mn2NiO6
3,15.875,6.827105902210687,18.0,1.3825,0.12803808027301875,0.33999999999999986,1.4662499999999998,0.05521265706339449,0.19000000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0953773343750001,Mg6MnZn
4,12.411764705882353,9.530501027070382,25.0,3.2176470588235295,0.4803372517643472,1.2599999999999998,0.6052941176470588,0.27066622916879884,0.71,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,-2.5331725056422414,RbU2As3O14
5,9.636363636363637,5.819602099374262,23.0,2.8754545454545455,0.8253083570990425,2.46,0.749090909090909,0.43401831853787726,1.19,0.0,0.09090909090909091,0.09090909090909091,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1271573520129863,LiFePCO7
3,15.0,1.4142135623730951,3.0,2.256666666666667,0.4572623851673007,0.97,0.98,0.14142135623730948,0.29999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.22392494921875,AlTlS2
4,23.0,15.0,30.0,2.195,1.2449999999999999,2.49,1.335,0.855,1.71,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,-3.347786780078124,Sr3Y(BO3)3
4,19.57142857142857,9.737367535972556,34.0,2.722857142857143,0.8632449459653349,2.62,1.1385714285714283,0.6726584480664032,1.9500000000000002,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,-1.744624080862857,KMoCl4O
5,11.909090909090908,6.229760617822478,30.0,2.424090909090909,0.9481209123644567,2.49,0.9227272727272726,0.4584775380458262,1.71,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,-3.3369407623437497,SrMg2Al6(Si3O10)3
3,32.54545454545454,8.049434044064965,28.0,1.6018181818181816,0.15236428726265822,0.5299999999999998,1.5045454545454544,0.2673562021778721,0.9300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.2178730652173912,Ce(Zn10Ir)2
3,15.769230769230766,5.521341059977342,16.0,1.6246153846153846,0.08195828062687506,0.34999999999999987,1.2558974358974357,0.15346791109875424,0.43000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7948717948717948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1557862273076922,Mn5Al31Cu3
4,17.714285714285715,12.38333310443962,34.0,2.7171428571428575,0.8556486977010782,1.89,1.0057142857142858,0.6136042731937521,1.42,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,-1.9876537172063156,Mn2Tl2(MoO4)3
4,12.166666666666666,7.080881928749334,19.0,3.635,0.7714434522374275,2.0700000000000003,0.5983333333333333,0.3987654559874625,1.07,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.163476052144612,CsNiPdF5
4,27.0,27.856776554368242,75.0,2.7155555555555555,1.0696843886670613,2.55,1.041111111111111,0.8481279311839228,2.05,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.87793648325,Ba2LuBiO6
3,16.8,17.6,44.0,3.172,0.5359999999999999,1.3399999999999999,0.63,0.30000000000000004,0.75,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3627086264322916,TeSeO4
2,50.0,0.0,0.0,1.96,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2476397110000007,ZrSn
3,21.2,26.400000000000002,66.0,3.224,0.43200000000000005,1.08,0.77,0.5800000000000001,1.45,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.441622435618166,Rb(WO4)8
3,18.5,20.361319538117694,55.0,3.0083333333333333,1.3763528698056404,3.05,0.9583333333333333,0.7652976908076723,1.75,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.957485704959999,NaGdF4
